Player_Name,Starting_11
9-Will Jacks,1
10-Laurie Evans,1
20-Jason Roy,1
58-Sam Curran,1
74-Sunil Narine,1
88-Jamie Overton,1
11-Jamie Smith,1
34-Chris Jordan,1
77-Sean Abbott,1
37-Gus Atkinson,1
21-Dan Moriarty,1
50-Tom Curran,0
18-Josh Blake,0
16-Jordan Clark,0
30-Tom Lawes,0
44-Cam Steel,0
