Player_Name,Starting_11
3-Luke Wells,1
6-Joss Buttler,1
7-Phil Salt,1
23-Liam Livingstone,1
15-Steven Croft,1
75-Daryl Mitchell,1
33-Dane Vilas,1
2-Tom Hartley,1
12-Rob Jones,1
14-Luke Wood,1
8-Tom Bailey,1
25-Saqib Mahmood,0
28-Matt Parkinson,0
13-Tom Aspinwall,0
17-George Bell,0
77-Colin DeGrandhomme,0
4-Jack Blatherwick,0
